RMSE,SPECTRAL_CENTROID,SPECTRAL_BANDWIDTH,ROLLOFF,ZERO_CROSSING_RATE,MFCC_FEATURE_0,MFCC_FEATURE_1,MFCC_FEATURE_2,MFCC_FEATURE_3,MFCC_FEATURE_4,MFCC_FEATURE_5,MFCC_FEATURE_6,MFCC_FEATURE_7,MFCC_FEATURE_8,MFCC_FEATURE_9,MFCC_FEATURE_10,MFCC_FEATURE_11,MFCC_FEATURE_12,MFCC_FEATURE_13,MFCC_FEATURE_14,MFCC_FEATURE_15,MFCC_FEATURE_16,MFCC_FEATURE_17,MFCC_FEATURE_18,MFCC_FEATURE_19,LABEL
0.12833041,1586.0064174527683,2224.2774943132213,3437.361778846154,0.0508676382211538,-183.56783,115.65923,25.69846,25.586546,3.4479125,14.340304,-5.3229156,1.543564,-5.60367,-0.44358146,1.1818807,7.541582,3.8640683,5.5015626,3.6461294,4.5894027,0.008566461,2.873442,0.27315837,1.1828766,piano
0.08220269,1580.346780910487,2260.9698602993044,3483.326885516827,0.0443885216346153,-215.69424,112.23768,15.237804,20.065437,2.2345538,3.7414517,-0.3056508,5.523257,-6.5932646,8.655789,4.7740054,14.650914,5.184478,7.221917,-1.0632725,0.86343443,-3.2213848,0.9019561,1.3302253,1.9032557,piano
0.10473062,897.7707820376675,1111.2567480076357,1606.6254131610576,0.0461801382211538,-220.34755,188.53287,-34.71213,22.764948,8.614109,6.8571553,-3.2336311,-10.643509,-11.673276,-6.1931415,-5.1223226,-7.6620097,-8.40429,-5.855054,-13.364194,-8.23883,-3.8495553,-2.2256072,-6.8059745,-5.5461774,piano
0.20709367,2725.719386869642,2613.097287204801,5747.874474158654,0.1176382211538461,-34.922245,67.01714,-14.875558,24.960451,2.6999953,15.171086,6.0627565,8.768186,4.0949802,14.419554,5.2021832,4.0199556,-1.779323,2.1165295,-2.3355203,0.9677997,0.8098849,6.6202054,1.4842029,3.939625,piano
0.018420994,1432.3513880258622,1417.7198322741633,2910.957782451923,0.0778170072115384,-337.20306,163.17534,-53.839752,49.66251,-16.504568,-11.382109,2.2691207,-2.0270789,0.6732424,1.0947393,-0.63099563,3.4480605,1.7693459,-1.4313341,-2.5105906,-4.924477,-0.401093,-0.6702454,0.26384947,1.2254163,piano
0.03715451,1255.103772637087,1865.4396405319576,2243.9254056490386,0.062841796875,-334.57434,132.1115,13.414377,22.049313,9.904684,24.692453,9.022869,-1.0336856,-0.37460262,6.580871,-2.0863717,-5.5866113,-2.0765014,7.0436788,-1.3353901,-2.1958814,-4.7146745,-0.5618107,3.5044417,2.7454097,piano
0.044484463,888.5160255453906,969.47301928432,1567.3687274639424,0.0541841947115384,-280.63266,212.04575,-41.75474,12.6588,3.4743361,3.1709375,0.9686859,-11.217996,-8.054869,-5.7550607,-9.636071,-8.0977,-6.51019,-7.1370597,-4.968896,-4.279413,-0.5095521,-1.8355253,-6.0448513,-3.6983197,piano
0.028328748,1364.1787880687407,1512.8901263078349,2037.952035757212,0.0845252403846153,-319.29788,160.63968,-30.393082,-18.48928,-5.7905045,2.6948354,-7.981861,13.174564,-0.040362198,-5.9792013,-19.6894,0.36561596,3.8052766,2.1521208,-5.8570967,3.7314036,9.456205,12.430966,2.6179707,3.2677057,piano
0.08606654,2348.643846981851,2673.116886242711,5435.228928786058,0.0859600360576923,-113.469574,90.08923,3.9568172,20.102365,5.8537655,7.50121,-2.6520472,0.16637482,-7.0064635,-0.90964043,-4.543707,2.6639023,-2.3937514,0.38502502,-3.590673,1.8024946,-1.8676101,1.0375255,-3.3832932,-2.1285264,electric_guitar
0.052189883,673.5793133643646,766.0130348913399,1176.2926307091343,0.0368802584134615,-359.79333,208.09805,-4.165013,4.906666,19.227663,-10.226149,-7.1927285,-2.0088675,-4.5818324,-2.542167,-2.0775738,-7.046839,-9.230115,-2.5607808,0.99435884,-1.7684805,1.0131153,7.6949344,5.263417,-2.3110068,electric_guitar
0.20927536,2019.014086865172,1461.9741124505915,3620.2283653846152,0.1483060396634615,-76.54543,137.01529,-89.8003,80.697105,-38.149067,-18.500286,-28.09897,-19.127728,11.758913,-5.080857,2.56557,-14.144873,-9.675626,-3.8391771,-8.127723,6.7174516,-2.4998765,3.6270452,-16.421913,-12.536757,electric_guitar
0.19184029,1741.8140840926176,2112.989261004326,3609.130483774039,0.064776141826923,-82.273315,112.60713,-14.401382,43.758846,15.596329,3.8795102,10.133718,10.592872,4.542364,-0.39664763,-0.61279553,6.1886024,-5.0440197,2.1234171,-3.8414922,-3.2523417,-6.7807007,-3.342473,-6.7638607,0.48011237,electric_guitar
0.10178734,2088.3341758800634,2180.17312561543,4125.430438701923,0.1114145132211538,-168.1652,102.62542,-9.352966,25.324387,1.6966321,4.593636,-4.924963,-4.244271,-1.5339252,-0.80447006,0.0021361131,-1.3907144,-4.118396,0.1703368,-5.654673,-0.6837405,-8.096201,-2.0800598,-1.3746848,-0.16501905,electric_guitar
0.15514074,1355.9859212780198,1964.423754285212,2864.661395733173,0.0517164963942307,-118.90075,137.77533,7.255081,30.774673,3.7460406,9.250535,-2.3875878,6.7739367,2.256663,8.792042,3.1191003,0.7604194,-3.1756015,2.0013347,-2.4550247,-1.4274551,-2.4274979,0.71790355,-2.717844,3.543922,piano
0.031159144,1030.9755467766902,1065.3313905002312,1734.830791766827,0.072735126201923,-343.06503,191.88669,-36.526188,8.183175,-7.299602,-9.951187,-9.388547,-9.823645,-5.1529064,-4.220849,-6.2021146,-2.060823,-1.3850911,0.8013424,4.9417133,2.6061335,1.3100256,0.79725975,-5.9576893,-0.223859,piano
0.04117757,622.5221109372951,697.6954127375493,1127.5116436298076,0.0368614783653846,-353.21365,238.29222,-22.464603,15.864671,10.592782,-5.5234656,1.8454858,-9.879319,-12.563108,-8.559407,-4.65569,-8.762037,-6.1718955,-3.1814766,-8.15476,-6.6431913,-4.561559,-1.3063151,-4.2551627,-7.618549,piano
0.083563246,2069.982837844133,2685.806833242169,5286.567007211538,0.0467660757211538,-230.2821,85.33433,42.305298,34.97571,7.7668614,26.20977,-1.6763707,16.73085,-15.961234,12.813995,-9.563936,-1.230404,-2.5573843,-0.77641106,-3.8031845,-1.6905905,-0.53936285,-3.6312478,-10.53254,-5.506033,electric_guitar
0.07497585,1185.0252831660785,1454.9417704542204,2241.937725360577,0.0489220252403846,-262.90103,141.90944,-20.914835,37.01254,1.3845896,1.2612971,-7.6436844,-7.606202,-9.384527,-0.6337053,-7.5580287,-2.1407917,-3.822249,-12.164416,-16.954506,-9.775004,-9.780105,-8.642832,-7.9526224,0.7248531,electric_guitar
0.14748737,1331.732976878686,1931.6458878819285,2820.683969350961,0.0580904447115384,-169.98209,136.65858,21.626621,31.453474,-4.2952223,9.422835,7.0942245,5.9073143,2.5638752,8.605266,-4.302586,-4.8988857,-6.3113217,5.5737343,-0.6619597,-9.632777,-10.570974,-4.53163,-6.309242,10.03598,electric_guitar
0.14254539,1849.8896756241693,2073.2879383368563,4047.662447415865,0.0860990084134615,-91.89205,114.139694,-11.294207,67.62892,-1.9733863,9.360833,-2.9204013,9.59649,-1.5657525,-4.085365,3.62001,-0.46092308,-9.665064,2.678058,-2.11027,-0.47453794,0.7825339,8.371689,-1.3479885,-3.1024964,electric_guitar
0.19129445,2433.42644205201,2201.9257197964494,4745.338228665865,0.139306640625,-36.825855,86.55444,-34.619064,39.154453,15.264096,13.084644,-2.1966703,12.892687,-4.3101563,0.97402954,-7.171136,-1.3566962,-1.4994708,5.783526,5.821954,7.7058144,1.4444034,3.0531883,-3.6214216,-3.484499,electric_guitar
0.24034289,2342.927416020213,2172.814344167616,4532.904897836538,0.0970703125,-28.095552,78.141914,-30.670996,65.463455,3.9218192,19.550625,11.317914,9.451107,11.074005,7.755571,2.6672785,11.10157,-2.5424452,-3.4838243,-4.7440033,3.001355,-3.660232,-2.31895,-0.010039307,2.4718544,electric_guitar
0.02942203,938.90782084334,1093.0293117853305,1600.7451923076924,0.0624060997596153,-355.19028,198.36292,-24.949402,6.894395,18.53427,3.5902555,-14.361945,6.444809,-0.2924373,-2.57299,-8.433967,6.3247294,-2.6137705,1.4666306,-3.3463118,-0.5363669,-0.777836,-1.4771193,0.91508263,-0.8776713,piano
0.11664796,2801.5199142098795,2420.181111431928,5506.619779146635,0.157940204326923,-54.609306,68.661194,-24.82843,36.274117,0.84096557,14.122268,-3.6420472,5.529706,-11.388476,-0.04597467,-6.2343173,5.4826255,-5.3464527,-3.9071834,-6.4173045,2.1782222,-4.726768,0.031109855,-11.999696,-4.9956627,electric_guitar
0.122442625,1444.4297711766244,1766.1148173492784,2542.988469050481,0.0872783954326923,-177.4871,143.60925,-16.871943,18.570084,12.211354,17.570526,3.4282508,25.578562,-1.3947517,-5.3836603,5.3043737,-23.74111,12.45284,-6.092815,1.7329534,-9.731048,-13.810281,5.5538316,-6.2572517,-3.4495933,electric_guitar
0.1308012,2261.70841686579,2580.9201028481016,5045.643592247596,0.0790752704326923,-94.67586,87.53153,5.5573626,33.74383,7.1023088,4.214714,-1.3487284,-1.0903121,-4.838621,6.2210236,-4.335932,-4.1239557,-7.758182,-1.7386245,-2.9891255,2.629162,-4.701142,-0.5488922,-1.1985642,3.7794003,electric_guitar
0.16717051,2240.1201483172863,1143.4048218352254,3357.109187199519,0.2034855769230769,-170.997,118.849205,-128.72055,45.428547,-38.70418,-29.14972,1.5225307,-8.270828,-21.937407,-3.069105,7.6795626,-0.11580785,8.584019,-7.1734486,-1.0945829,9.584788,5.475479,-0.44383094,-9.5790825,-0.4638805,electric_guitar
0.11698243,1960.0787333139,2326.4916996817337,4030.932804987981,0.0837815504807692,-113.52804,109.93893,-4.96283,10.53976,3.7298837,-4.8510876,-6.789776,-4.5581703,-10.85665,7.1652236,-7.130898,5.192006,-4.260502,4.1372805,0.5796126,-3.5713727,-11.240963,0.2955212,2.833122,5.482921,electric_guitar
0.038219433,1146.8859134422978,1291.52725941138,2334.116398737981,0.0632286658653846,-287.03516,180.02167,-43.385426,44.954124,-7.497282,1.3958097,-8.268992,4.3707337,1.6209043,1.6245842,4.0881715,-2.667043,0.8296545,-4.4221754,-2.9723191,-4.8014817,0.7832213,-3.5451927,-2.438144,0.56975955,piano
0.088829525,2462.5345436653915,2762.938868403973,5910.201697716346,0.080352313701923,-213.45294,68.34158,21.094597,17.40448,8.61421,30.059507,-1.7500393,3.0376608,-13.169214,12.694144,5.3670917,12.657773,-11.514091,-8.8077965,-10.3091135,4.7871194,-12.62395,-11.726685,-0.694479,1.1671591,electric_guitar
0.35952142,2441.8571976947874,2359.603373393834,5085.645658052885,0.1259390024038461,51.77838,86.7356,-24.458109,22.897167,-5.033988,14.492728,-4.642686,11.270393,-0.26720652,2.9812346,-5.278306,0.92294335,-1.9921762,3.7768369,0.0030096788,3.996768,-8.225818,-7.4035783,-5.4397907,2.279511,electric_guitar
0.015308456,521.2813709414205,998.4505113386996,633.8215519831731,0.0252554086538461,-491.36273,199.53767,40.485577,32.365845,14.684828,13.103512,-5.5210485,-10.074176,-6.60192,-4.7719207,-7.1159196,8.19526,13.772269,2.2521198,-11.239752,-5.5212736,-3.255488,-6.939112,-16.382406,-9.209138,piano
0.14588606,2204.953199991739,2243.039108104625,4694.983661358173,0.0987567608173076,-87.01323,86.58735,-24.135885,55.297176,5.1198845,18.292555,5.2101197,6.507305,16.011528,11.09028,3.5855584,13.327028,-2.5268939,1.3623096,-3.7227197,-0.40421194,0.10333815,-1.5833403,0.12152408,2.9543176,electric_guitar
0.011020119,594.7526260909342,876.3698508151584,941.6635366586538,0.0333458533653846,-518.5139,218.0838,22.320412,-13.6268425,10.432624,8.158115,-7.1040483,-11.44062,-8.77343,-8.530389,-11.849504,-10.080429,-5.623006,-7.013977,-10.561827,-7.6823053,-5.7585783,-10.348697,-13.057745,-8.006652,piano
0.25953016,2080.068809382526,2097.4240795388323,3791.5001502403848,0.1422701322115384,-42.192707,98.641335,-16.045275,37.357376,13.287733,-4.8841186,-3.3480759,17.641148,-3.6294153,-8.380917,-4.584826,-3.9237587,-10.562811,3.4570286,7.5312686,10.041042,-0.303858,-0.850521,-3.2515333,4.504018,electric_guitar
0.21911728,2054.4760280340365,2246.949971476184,4032.257925180289,0.0754732572115384,-34.98448,95.96516,-27.400248,32.283497,16.946701,3.8842008,5.0230865,11.530013,12.849938,14.7659025,8.258016,9.990984,1.8018078,3.7280066,0.20759809,3.1266577,-6.9689074,-0.8037912,-0.7234652,1.695137,electric_guitar
0.09324655,1585.2624558953282,2067.01462985904,3522.5835712139424,0.0553072415865384,-188.6393,115.52776,-0.9392095,33.67982,0.32734966,17.699846,-10.190587,-0.0819132,-9.717574,3.293799,-3.3838253,2.7789905,-3.6137433,0.8843872,-3.072686,0.1587201,-6.024677,-4.4724355,-7.4313483,1.5044034,piano
0.15934983,1652.1634635213882,2536.438459131284,4215.787071814904,0.0435434194711538,-148.41998,103.46956,39.87914,27.915619,10.843429,14.968701,1.6715226,9.579599,10.155153,5.342238,-8.265505,2.9591243,-0.9289947,4.3884697,-1.9992939,0.42006895,-3.3210902,-4.610252,-7.9532924,-3.5513358,electric_guitar
0.074682415,1193.681308933095,1377.3419405306795,2534.6236478365386,0.043603515625,-227.95685,169.05672,-51.127357,70.82022,6.5475597,-4.9159636,0.025631597,8.542802,4.5836473,-14.1386,-0.08916279,-3.8098445,-11.745315,-0.013878338,-13.186613,-2.5550156,-13.436588,-10.285408,1.9358407,-7.2814116,electric_guitar
0.16412489,2492.2442471751187,2311.1423003491086,4881.245868389423,0.1395470252403846,-33.54591,84.74742,-22.851011,42.385056,8.470902,-3.1858754,-10.850457,11.536084,9.183502,5.975357,-6.6743608,0.31903675,-20.00936,-9.998717,-0.98336285,4.395004,-9.548806,-4.9962225,-4.668223,3.8747032,electric_guitar
0.067270644,1005.3785005779672,1076.228114249614,1722.1593299278843,0.0555363581730769,-245.47699,185.79048,-45.008648,12.870121,-8.033843,-2.4203286,-14.374057,-14.295067,-12.321291,-14.506396,-8.625658,-6.4978843,-9.651949,-9.750486,-9.066836,-5.346413,-3.5636873,-5.305422,-6.3692045,-1.1035087,piano
0.06951259,1383.9412082569463,1940.4285621879512,2577.0274939903848,0.0555063100961538,-194.00568,141.40005,-2.841203,14.455525,14.046629,8.792219,0.98040104,12.248812,0.13440968,5.8609734,0.22294259,4.1547847,-7.81936,1.1011949,-5.5561047,4.016583,-3.3291185,5.4940147,0.80668896,-2.1006608,electric_guitar
0.021849826,1182.2633038006973,1190.620567536468,1950.908203125,0.0877328725961538,-342.34064,183.90518,-44.535862,5.768042,-15.711413,-4.7201858,-5.895503,-1.6218699,-1.9323435,-2.0795066,-11.316505,-2.1898513,2.733276,1.946021,4.194364,5.2312517,-0.19367406,-3.4017262,0.7812535,7.4099345,piano
0.11906657,2222.970461217268,2818.66659123158,5728.9915114182695,0.0695650540865384,-165.7438,84.37926,30.008556,15.192418,35.092556,30.574028,-9.902743,8.785305,-20.488869,-0.044174254,-8.4988785,3.0313265,-0.8948474,4.3836184,-8.197213,-6.957885,-3.088027,6.3115263,1.0520383,5.444615,electric_guitar
0.32848164,1739.1902727667878,1923.3307264495768,3253.9154522235576,0.1024489182692307,-32.659367,124.231155,-27.800785,-10.029177,-10.1393385,29.601583,40.56087,13.228579,-13.24461,2.8469934,-2.9427226,4.9375725,12.318334,2.3643808,-9.688202,3.605961,-3.1272213,4.055618,0.5868216,-2.6102688,electric_guitar
0.19214305,2235.7806109641733,2479.0791450913744,4977.814002403846,0.1022686298076923,-39.063236,100.95802,0.5757923,23.765696,4.333413,8.826311,-5.043898,8.822455,-0.41137272,4.715294,-8.41959,-6.772486,-11.222589,-1.1095738,2.9735398,3.4390213,-1.8550022,2.4806585,-4.6767077,-5.5276084,electric_guitar
0.15655679,1070.11014764033,1773.279579490771,2102.634465144231,0.0281775841346153,-186.7756,142.78348,23.303215,40.377014,6.3028173,13.74617,1.5473199,1.083219,-2.457366,2.3588789,-0.6338713,5.691099,-2.2455606,7.435174,0.61851144,0.2735303,-6.2150917,-2.049468,-5.6136727,-0.339313,piano
0.061340015,782.0596172714357,856.1230257671755,1272.281024639423,0.0489633413461538,-308.3103,198.139,-19.505325,18.104395,0.18465553,-12.428012,-15.657744,-11.84103,-7.9264913,-7.7191052,-9.278413,-9.552517,-13.023205,-11.906467,-1.9128798,-0.42382064,4.7029595,9.196025,1.5705981,-5.3061624,piano
0.11102445,3078.494458467788,3020.6067525854014,6911.495643028846,0.1396334134615384,-75.73545,64.816284,12.832054,23.596125,12.523798,18.4572,3.9539852,13.215092,-1.7797798,3.1821754,-1.2329373,3.911683,-4.5012846,0.9785134,-3.1512685,-0.6411903,-4.0721984,-1.1600204,-3.7743478,-0.15031709,piano
0.16546957,2181.904784204526,2072.3057244199813,3930.88623046875,0.1413799579326923,-49.727257,98.166275,-33.36608,38.885006,11.983651,1.6413245,8.923217,18.108229,2.9421947,4.2054677,1.0534327,5.987109,-6.3624744,-6.341196,-4.3947206,1.7408295,-0.30320123,0.81147045,-10.731143,-6.206589,electric_guitar
0.09472865,2112.7772008472507,2437.9749552919675,4618.043870192308,0.0778357872596153,-142.13962,89.189285,-2.734769,34.342987,24.732244,16.825623,-9.244524,-0.65171397,-8.24514,-2.8249094,-5.861592,1.0482885,3.3066397,7.196235,-3.1464286,-5.6130323,-7.4423943,-9.339288,-5.387605,2.544104,piano
0.031012107,1119.807082034871,1058.5648324360634,1751.6432542067307,0.0798677884615384,-337.91742,182.34763,-47.22669,-2.4767594,-24.341553,-15.370705,-11.859927,4.1922865,7.5810795,12.862393,1.4283665,-4.415147,-8.239122,-6.8908424,-0.5483742,-0.90822214,4.761683,-4.375611,-10.767757,-8.42823,piano
0.015797913,734.7429419654462,987.5520161096016,1104.0735802283657,0.0433218149038461,-498.81085,189.84012,4.68553,15.468588,8.446417,-8.742034,-10.4843645,-18.18695,-17.710411,-13.517171,-12.948318,-8.188957,-0.24225338,4.1789527,-1.4965696,-8.426769,-5.726326,-5.765008,-10.53343,-10.021635,piano
0.1272193,1201.2895324882422,1530.728020162597,2622.081580528846,0.0407977764423076,-202.74739,145.98279,-27.37531,55.02185,-1.4928422,20.745949,-2.0402389,-2.0327513,-6.154916,-4.7818913,-2.1794307,-3.0037582,-0.81457394,-0.93273354,-2.7402723,-3.2100275,-1.4918976,-1.5258073,4.06095,1.7044959,electric_guitar
0.04067474,667.0555942008511,973.9074255528452,994.6683443509615,0.0395695612980769,-420.8516,172.62694,30.089022,-0.5269624,13.721034,2.4519002,-5.278196,-4.395071,-12.866384,-15.779212,-10.655067,-10.28282,-5.2707424,3.5015686,-0.10953991,-5.610509,0.07998223,6.5020523,6.463854,2.9642048,piano
0.027546484,823.516661016265,975.6329740142556,1269.713604266827,0.0532489483173076,-368.92194,208.58311,-22.503973,19.386381,-4.764338,-5.9702086,2.2113113,-0.76936847,-4.9455504,-16.078419,-18.84356,-3.444141,4.81198,0.5100117,-3.6308498,-3.3123858,-4.2697487,-0.89008504,2.694104,11.269145,piano
0.15229164,910.277587873718,1425.3849267994683,1519.6644005408657,0.0367337740384615,-222.52402,152.28249,-3.0335622,38.931873,-0.26876226,25.417011,16.182167,6.726163,-0.38963863,0.9951799,2.4711404,1.5235441,-10.401863,-11.2908535,-3.2123566,-0.80737233,-3.1226637,-2.7396085,-10.328181,-4.8370104,piano
0.28950548,3268.883583462716,2535.607902514854,6063.915640024038,0.2005483774038461,26.98862,38.453938,-16.76654,59.784203,16.134169,15.82866,5.1161437,6.391243,2.001214,8.326585,-1.2405304,8.036215,4.98148,0.066302024,1.1115819,6.6385903,-10.509555,3.7596838,0.3960714,5.3130937,electric_guitar
0.038294695,1020.5220694062256,1251.55660846184,1851.1929086538464,0.0640174278846153,-328.09357,178.13008,-23.262302,16.977385,7.619238,-7.127043,-3.3299549,6.0381246,6.728796,4.4703617,-6.133574,5.650319,-0.32410067,4.6563396,-2.0884757,-5.078971,-3.2950778,-7.003001,2.1699276,0.14159875,piano
0.09865912,1728.5604412659304,1263.3414059538386,2992.452674278846,0.1342810997596153,-192.69315,150.71123,-107.167114,51.943398,-11.335299,-26.122524,-9.989799,-30.225876,-20.136808,-25.551136,-14.028738,-14.44014,-17.552532,-9.119202,-12.617637,-8.247532,-14.991594,-8.9785,-7.1094418,-0.75089884,electric_guitar
0.046071816,1011.1330798081472,1640.0098227573449,1880.5111929086536,0.0363619290865384,-270.08768,165.81496,16.988026,26.47745,3.603743,14.113495,-4.4136972,-5.8139405,-13.44488,2.427824,-4.0574613,0.1925763,-5.819027,2.343213,-3.0492783,2.2155147,-3.7866838,0.6890144,-6.4258466,-2.394088,piano
0.11226226,2845.6332829701896,2260.2648081023526,5153.640887920673,0.1953049879807692,-70.23135,63.711792,-36.535923,36.299873,1.4519899,1.1147075,-2.7444515,7.7517233,-3.7574832,2.0388727,0.013827456,4.7389526,-1.9957639,-0.0019260406,-5.27796,-9.934617,-7.1202316,3.4651268,-0.5273651,2.162955,electric_guitar
0.26999587,2430.477264499565,2314.8859906613143,4948.578538161058,0.1228402944711538,24.926928,86.88948,-24.037146,39.67675,0.6691828,16.41726,-1.6386955,11.49101,1.1561791,4.0644975,-0.16200186,3.921592,-3.4130886,0.23627667,-5.675076,3.3931673,-5.978942,-0.29609802,3.1208148,3.655457,electric_guitar
0.11422133,1486.4271244220731,2324.982691613995,3100.201509915865,0.0408728966346153,-184.36778,122.19755,26.173553,24.663004,19.095373,-0.8184847,-3.8100789,2.7145028,-3.053397,1.6612316,-7.4104486,-6.597845,-8.592246,-0.18241851,0.06502967,0.45828998,-1.0213097,5.7380896,-0.58102775,-5.279823,electric_guitar
0.19083308,1481.3966963445146,1807.1499322455816,3037.8380408653848,0.0657151442307692,-106.39667,137.73486,-15.876577,30.316813,-0.84793144,5.0272884,0.037974432,7.414017,-5.8764367,12.15077,18.124018,15.839596,-6.267746,-11.421851,-10.210046,0.85877603,0.48316276,-1.7945726,-7.811561,-1.5839872,piano
0.066126235,1788.2799936333824,2391.1811617039148,3762.761606069712,0.0728891225961538,-227.20454,115.72861,14.033767,0.53215873,3.3561468,5.1117234,6.318218,15.0241585,1.7160375,-3.8430676,-13.549175,-5.314793,0.3791889,6.6853485,-1.6252521,2.8967693,-3.9939096,0.403787,-1.1096325,-0.43590817,piano
0.21560355,2380.7345347090504,2730.5766699463625,5463.9674729567305,0.0941932091346153,-31.243448,86.407364,10.608305,33.456795,16.315836,12.5281925,2.1292424,0.58599824,1.8508836,4.6276855,2.4147446,3.7156086,-4.9121656,0.7323295,-4.4746346,-0.019619165,-6.3123603,2.868151,-4.9313335,-4.1385303,electric_guitar
0.22851457,2398.263881537493,2271.6982709655617,4623.758451021635,0.1300217848557692,-1.7902887,90.36611,-30.595196,28.03699,-10.110347,10.734927,5.6286416,0.50411224,-6.1097465,-1.7326899,-11.012321,-0.83129925,-4.2196684,-1.3543231,-3.3335052,3.648643,-3.260174,5.0158157,-0.7517947,10.18882,electric_guitar
0.33956704,2459.766737579941,2490.766262484635,5056.658653846154,0.1337327223557692,45.834667,90.0172,-23.418211,5.1737747,11.294626,-3.0332947,-7.5633903,7.1409197,-9.709202,-3.9063756,-5.1793966,7.2696085,-11.355572,-2.7200418,-0.42840278,-0.8284332,-6.2011166,2.1018898,-4.2805424,0.08829334,electric_guitar
0.056247212,735.8478302930089,806.5248028758891,1319.9853515625,0.0462590144230769,-339.3353,234.81253,-30.367777,1.0642601,17.558771,-3.6407537,-2.2439804,-4.4511013,-13.462598,-8.108881,-3.4369636,-10.86413,-3.0820148,-4.8367076,-9.782159,2.0229037,2.0395238,5.0234027,8.40619,-4.389637,piano
